reviewid,artist, popularity
21642,big ups,19.0
21691,methyl ethel,40.0
21586,iggy pop,61.0
21555,fatima al qadiri,25.0
21669,tiga,49.0
21546,jealousy,6.0
21655,carter tanton,8.0
21665,glitterbust,0.0
21706,lil wayne,88.0
21706,2 chainz,77.0
21443,the big pink,29.0
21651,wussy,24.0
21659,tokimonsta,53.0
21705,kendrick lamar,97.0
21526,polia,47.0
21643,smoke dza,47.0
21486,mothers,43.0
21623,kane strang,27.0
21527,anna meredith,29.0
21603,el guincho,58.0
21415,thao & the get down stay down,34.0
21648,jennifer o'connor,18.0
21624,mary lattimore,43.0
21575,esperanza spalding,48.0
21682,soulwax,50.0
21569,sarah neufeld,26.0
21534,mikael seifu,3.0
21613,yndi halda,19.0
21561,loretta lynn,56.0
21574,violent femmes,58.0
21622,heron oblivion,7.0
21512,anenon,24.0
21610,oranssi pazuzu,34.0
21558,david bowie,77.0
21585,thug entrancer,0.0
21583,la sera,29.0
21582,quelle chris,41.0
21661,kedr livanskiy,38.0
21663,lnzndrf,11.0
21573,mr. fingers,38.0
21600,hxlt,8.0
21408,quilt,22.0
21621,especia,14.0
21510,hop along,39.0
21604,rome fortune,47.0
21567,yuck,38.0
21611,na,73.0
21639,various artists,7.0
21504,macklemore,78.0
21504,ryan lewis,68.0
21609,lucy dacus,69.0
21453,pinkshinyultrablast,36.0
21572,guerilla toss,29.0
21570,glenn kotche,8.0
21570,so percussion,27.0
21412,the 1975,78.0
21544,bj the chicago kid,60.0
21619,john cale,47.0
21435,prins thomas,35.0
21657,french montana,75.0
21548,michael jackson,84.0
21607,various artists,7.0
21560,waco brothers,14.0
21608,amthst,0.0
21620,crater,39.0
21439,santigold,66.0
21602,yo gotti,65.0
21638,the snails,19.0
21452,the dirty nil,38.0
21559,james holden,40.0
21559,luke abbott,30.0
21601,various artists,7.0
21470,cavern of anti-matter,23.0
21466,teen,51.0
21545,death index,1.0
21571,venetian snares,38.0
21339,jesu,74.0
21339,sun kil moon,49.0
21557,seth bogart,7.0
21523,ra ra riot,44.0
21414,anna homler,15.0
21414,steve moshier,6.0
21467,rangda,2.0
21599,wild nothing,47.0
21017,matmos,22.0
21568,mavis staples,50.0
21495,jack garratt,44.0
21508,michael nau,53.0
21580,moodymann,45.0
21525,mount moriah,17.0
21566,lushlife,20.0
21533,brood ma,0.0
21564,benny hester,20.0
21333,animal collective,50.0
21398,africaine 808,10.0
21465,so pitted,5.0
21556,rokia traor,41.0
21581,why khaliq,6.0
21542,kanye west,92.0
21543,the skiffle players,6.0
21494,cfcf,35.0
21419,daniel wohl,7.0
21524,eight bells,2.0
21565,wiz khalifa,83.0
21598,boosie badazz,65.0
21492,sioux falls,15.0
21531,two inch astronaut,12.0
21493,moomin,36.0
21578,future,92.0
21522,abi reimold,1.0
21532,knxwledge,58.0
21468,lissie,53.0
21577,matt kivel,28.0
21410,elliott smith,66.0
21507,pinegrove,66.0
21554,sicko mobb,12.0
21529,aluk todolo,12.0
21413,various artists,7.0
21579,young thug,85.0
21511,school of seven bells,32.0
21530,nonkeen,24.0
21463,gogo penguin,47.0
21521,foxes,62.0
21514,porches,42.0
21520,vic spencer,25.0
21520,chris crack,36.0
21485,milk n cookies,24.0
21515,jeb loy nichols,34.0
21516,essaie pas,24.0
21553,massive attack,69.0
21409,eric prydz,65.0
21482,cross record,19.0
21451,nap eyes,27.0
21539,alex smoke,15.0
21287,kevin gates,73.0
21513,junior boys,34.0
21552,djds,35.0
21464,black moth super rainbow,43.0
21484,freakwater,15.0
21499,various artists,7.0
21502,charlie puth,80.0
21541,2 chainz,77.0
21469,king,79.0
21528,chester watson,38.0
21462,diiv,51.0
21506,majid jordan,68.0
21483,field music,26.0
21498,black tusk,26.0
21519,a pleasure,0.0
21540,rihanna,92.0
21472,lucinda williams,51.0
21517,saul williams,40.0
21459,lion babe,45.0
21437,african head charge,30.0
21480,migos,76.0
21471,sunflower bean,43.0
21450,surgeon,28.0
21382,benji hughes,35.0
21456,ulver,42.0
21481,sia,85.0
21461,lee hazlewood,49.0
21479,money,75.0
21433,conrad keely,2.0
21489,basement,60.0
21384,bloc party,62.0
21449,nevermen,22.0
21335,roly porter,17.0
21383,cian nugent,6.0
21396,various artists,7.0
21460,wet,57.0
21310,tindersticks,48.0
21407,this heat,27.0
21381,various artists,7.0
21444,charlie hilton,10.0
21497,majical cloudz,40.0
21441,shearwater,34.0
21473,bonnie prince billy,44.0
21445,florist,51.0
21438,pop. 1280,5.0
21487,david bowie,77.0
21476,david bowie,77.0
21478,david bowie,77.0
21477,david bowie,77.0
21488,david bowie,77.0
21496,future,92.0
21442,adrian younge,45.0
21448,little simz,70.0
21457,tory lanez,82.0
21440,snoop dogg,83.0
21440,daz dillinger,47.0
21475,chairlift,43.0
21380,eleanor friedberger,17.0
21417,suede,60.0
21400,number girl,39.0
21458,the high llamas,28.0
21434,ty segall,48.0
21406,tortoise,37.0
21490,allan kingdom,44.0
21436,fat white family,38.0
21455,daughter,62.0
21428,savages,30.0
21345,albert ayler,28.0
21454,the besnard lakes,18.0
21420,lucrecia dalt,33.0
21431,dust,67.0
21402,kelela,54.0
21403,timbaland,79.0
21422,krallice,21.0
21430,mila j,54.0
21432,bloodiest,1.0
21397,busta rhymes,72.0
21423,7 year bitch,29.0
21426,lil bibby,44.0
21347,lycus,3.0
21429,petal,26.0
21394,various artists,7.0
21388,wall,72.0
21421,richie hawtin,39.0
21395,witchcraft,42.0
21446,cozz,50.0
21392,lil b,87.0
21391,fingers inc.,15.0
21418,villagers,52.0
21425,paper days,0.0
21393,guy blakeslee,7.0
21387,anderson .paak,77.0
21399,julia brown,29.0
21405,mood ii swing,46.0
21447,coldair,1.0
21389,dylan leblanc,41.0
21353,prince,72.0
21378,jimi tents,20.0
21386,lil durk,81.0
21330,craw,46.0
21404,young marco,39.0
21332,david bowie,77.0
21355,chief keef,77.0
21370,willow,71.0
21424,boosie badazz,65.0
21385,mikael tariverdiev,36.0
21351,kid cudi,80.0
21377,kyle hall,15.0
21416,various artists,7.0
21368,odd nosdam,30.0
21350,ches smith,20.0
21369,ennio morricone,66.0
21343,hinds,46.0
21341,august alsina,62.0
21348,the soft pink truth,16.0
21338,gag,94.0
21337,pusha t,72.0
21328,primal scream,53.0
21349,aesop rock,55.0
21349,homeboy sandman,37.0
21331,teenage jesus & the jerks,12.0
21352,various artists,7.0
21326,archy marshall,35.0
21329,wiki,44.0
20947,harmonia,29.0
21342,the spook school,25.0
21296,various artists,7.0
21179,baroness,44.0
21344,rick ross,77.0
21312,lizzo,71.0
21308,pimp c,51.0
21325,g-eazy,78.0
21340,jeremih,75.0
21336,ema,50.0
21324,gum,56.0
21256,bing & ruth,35.0
21327,deantoni parks,19.0
21305,various artists,7.0
21317,the velvet underground,63.0
21309,jennylee,25.0
21297,nadia reid,43.0
21313,stephan mathieu,12.0
21306,bruce springsteen,77.0
21289,cass mccombs,42.0
21307,cassie ramone,10.0
21283,laddio bolocko,11.0
21280,various artists,7.0
21321,coldplay,91.0
21292,ilovemakonnen,57.0
21265,underworld,59.0
21318,zora jones,25.0
21322,lubomyr melnyk,26.0
21286,sunn o))),32.0
21235,pope francis,5.0
21228,babyface,58.0
21263,magic circle,10.0
20996,diggs duke,26.0
21212,sophie,49.0
21302,jlin,26.0
21259,swans,48.0
21281,jadakiss,64.0
21293,junglepussy,37.0
21319,erykah badu,69.0
21209,goldlink,64.0
21294,danny l harle,44.0
21269,gloria ann taylor,28.0
21304,the blue jean committee,18.0
21295,ty segall,48.0
21315,foo fighters,77.0
21245,beat happening,31.0
21320,muja messiah,24.0
21320,i self devine,6.0
21288,paranoid london,27.0
21158,john coltrane,66.0
21301,parquet courts,47.0
21270,doug hream blunt,22.0
21250,punch brothers,43.0
21208,wrekmeister harmonies,13.0
21279,the flaming lips,55.0
21169,dj paypal,19.0
21299,andr bratten,23.0
21201,the body,35.0
21201,krieg,10.0
21134,horrendous,22.0
21246,adele,86.0
21275,natalie prass,35.0
21240,kneebody and daedelus,36.0
21258,joey anderson,0.0
21242,dragged into sunlight / gnaw their tongues,28.0
21164,jeezy,71.0
21274,freddie gibbs,68.0
21300,jaala,16.0
21237,enya,73.0
21233,en,73.0
21213,shye ben tzur / jonny greenwood / the rajasthan express,30.0
21189,six organs of admittance,35.0
21277,lotic,74.0
21159,andrew hung,10.0
21239,cavanaugh,9.0
21231,arca,65.0
21221,kode9,27.0
21216,logic,74.0
21285,f(x),54.0
21241,kurt stenzel,13.0
21248,justin bieber,90.0
21163,jamie woon,44.0
21135,anna von hausswolff,37.0
21255,nef the pharaoh,45.0
21141,wreckless eric,32.0
20916,ty dolla $ign,84.0
21261,the pains of being pure at heart,42.0
21225,james ferraro,27.0
21247,alessia cara,75.0
20588,various artists,7.0
21218,a tribe called quest,68.0
21271,cool uncle,0.0
21217,tim hecker,46.0
21266,jeff lynne's elo,43.0
21273,escort,31.0
21157,kurt cobain,51.0
21109,le1f,24.0
21215,talib kweli,55.0
21215,9th wonder,55.0
21205,glenn kotche,8.0
21205,john luther adams,18.0
21276,pinkish black,11.0
21253,rustie,32.0
21254,frankie cosmos,55.0
21272,puff daddy,71.0
21203,various artists,7.0
21252,kate boy,24.0
21264,grimes,69.0
21267,connan mockasin,51.0
21267,devont hynes,42.0
21207,corrections house,3.0
21188,trust fund,67.0
21249,white widows pact,0.0
21108,oneohtrix point never,47.0
21232,bjrk,64.0
21142,pc worship,10.0
21229,special request,34.0
21133,the necks,19.0
21214,amy winehouse,78.0
21262,young thug,85.0
21092,van morrison,73.0
21132,kirk knight,46.0
21191,foxing,44.0
21178,bob dylan,78.0
21053,beach slang,25.0
21180,ellie goulding,80.0
21243,carla morrison,72.0
21260,julien baker,67.0
21220,the velvet underground,63.0
21124,fuzz,37.0
21177,joshua abrams,2.0
21193,white out,0.0
21131,ted hearne,6.0
21110,floating points,51.0
21139,boots,67.0
21251,french montana,75.0
21251,fetty wap,77.0
21056,wolf eyes,15.0
21204,laura stevenson,32.0
21161,el vy,31.0
21100,various artists,7.0
21162,pictureplane,30.0
21154,mozzy,62.0
21176,tropic of cancer,21.0
21226,d.r.a.m.,60.0
21121,car seat headrest,62.0
21175,sun city girls,26.0
21130,hieroglyphic being,15.0
21130,j.i.t.u. ahn-sahm-buhl,0.0
21128,john renbourn,29.0
21156,j dilla,57.0
21120,patrick cowley,44.0
21187,eartheater,50.0
21223,basic soul unit,4.0
21151,yautja,16.0
21155,madlib,67.0
21155,m.e.d.,2.0
21155,blu,59.0
21147,christine and the queens,57.0
21119,dave gahan,40.0
21119,soulsavers,37.0
21081,rabit,54.0
21206,long beard,26.0
21096,built to spill,49.0
21055,the chills,37.0
21143,vhl,59.0
21196,luke vibert,34.0
21183,philip jeck,11.0
21091,martin courtney,22.0
21224,ty dolla $ign,84.0
21222,rival consoles,47.0
21106,shining,33.0
21211,karamika,0.0
21182,!!!,79.0
21173,vanessa carlton,65.0
21098,franoise hardy,59.0
21153,g herbo,69.0
21174,dan friel,2.0
21125,the promise ring,33.0
20980,gun outfit,9.0
20859,wax idols,9.0
21126,john carpenter,48.0
21200,panopticon,30.0
21097,joanna newsom,37.0
21117,jean-michel jarre,55.0
21089,olga bell,8.0
21195,dj firmeza,9.0
21152,cult leader,23.0
21197,beach house,74.0
21181,yacht,79.0
21172,raury,48.0
21116,weyes blood,59.0
21171,zombi,59.0
20903,the game,72.0
21198,sexwitch,13.0
21013,the edge of daybreak,23.0
21148,zomby,13.0
21149,kowloon walled city,23.0
21041,neon indian,47.0
21202,doughboyz cashout,38.0
21199,milo,83.0
21150,st germain,53.0
21054,windhand,38.0
21194,majical cloudz,40.0
21088,prins thomas,35.0
21018,dj spinn,30.0
21032,the mantles,10.0
21052,mga,75.0
21039,deerhunter,45.0
21083,drive-by truckers,51.0
21186,kylesa,33.0
20979,clutch,54.0
21113,cooly g,14.0
21086,mogwai,54.0
21085,dilly dally,29.0
21114,cara stacey,0.0
21051,visionist,6.0
21185,mild high club,59.0
21137,the decemberists,54.0
21038,mac miller,84.0
21138,alex g,77.0
21095,steve hauschildt,31.0
21080,young dro,53.0
20432,kelela,54.0
20966,protomartyr,40.0
21105,christian scott,38.0
20965,shopping,22.0
21020,donato dozzy,33.0
21060,janet jackson,67.0
21115,eagles of death metal,53.0
21028,paul mccartney,72.0
21082,ryan hemsworth,39.0
21082,lucas,71.0
21078,co la,2.0
21042,wavves,44.0
21044,autre ne veut,21.0
21029,girl band,30.0
21079,nicole dollanganger,48.0
21050,larry gus,12.0
21145,run the jewels,61.0
21140,battles,34.0
21122,various artists,7.0
21019,childbirth,21.0
21048,moscow club,0.0
21022,deafheaven,49.0
21166,big grams,31.0
21066,david bowie,77.0
21094,jay rock,74.0
20975,mercury rev,43.0
21043,fetty wap,77.0
21107,little simz,70.0
21077,drew mcdowall,15.0
20914,graveyard,44.0
21065,doe paoro,43.0
21035,the dead weather,45.0
20950,peaches,47.0
20995,wand,41.0
21068,ron morelli,8.0
20854,sarah kirkland snider,13.0
21104,chvrches,62.0
20893,casey veggies,55.0
21037,the world is a beautiful place & i am no longer afraid to die,37.0
21129,chevel,65.0
21049,anderson .paak,77.0
21034,disclosure,76.0
21101,ryan adams,56.0
21030,mariah,79.0
20998,the underachievers,47.0
21076,juicy j,74.0
21099,young thug,85.0
21075,t.i.,76.0
21009,des ark,9.0
21059,toro y moi,61.0
21069,micachu and the shapes,24.0
21102,drake,97.0
21102,future,92.0
20978,u.s. girls,38.0
21014,fennesz,37.0
21014,king midas sound,11.0
20892,jawbox,31.0
21073,destruction unit,10.0
20840,kurt vile,54.0
21036,new order,66.0
20949,dungen,35.0
21072,natasha kmeto,16.0
21031,botany,31.0
21033,lana del rey,91.0
21064,the arcs,46.0
20987,max richter,73.0
21084,sam binga,35.0
20954,donmonique,15.0
20825,julia holter,37.0
20960,various artists,7.0
21074,alessia cara,75.0
21046,the roadside graves,4.0
20994,dit,40.0
21047,youth lagoon,51.0
20890,blackalicious,45.0
21015,jens-uwe beyer,3.0
21024,dope body,13.0
21027,mary halvorson,23.0
21016,travis scott,93.0
21067,venetian snares,38.0
21002,willis earl beal,25.0
21008,corrina repp,23.0
21007,merzbow,29.0
21007,jim orourke,25.0
21007,akira sakata,3.0
21007,chikamorachi,1.0
20913,ought,28.0
21058,public image ltd,45.0
21006,metric,63.0
20880,pole,30.0
21011,air waves,11.0
20982,low,55.0
20878,dj richard,20.0
20912,rose mcdowall,30.0
20977,skylar spence,39.0
20930,joan shelley,38.0
21025,rick ross,77.0
20989,the isley brothers,62.0
20964,phil cook,38.0
20829,pwr bttm,30.0
21063,fidlar,51.0
21026,prince,72.0
21001,slayer,66.0
21012,petite noir,30.0
20837,telekinesis,40.0
21005,mueller & roedelius,0.0
21003,beirut,56.0
20962,helen,48.0
21004,lower,42.0
20957,farao,42.0
20974,cold beat,15.0
20976,empress of,53.0
20946,lou barlow,25.0
20993,craig finn,34.0
20953,savant,41.0
20924,chinx,42.0
20881,the libertines,55.0
20891,unwound,43.0
20986,widowspeak,44.0
20992,the kitchen cinq,1.0
20931,masayoshi fujita,28.0
21023,miley cyrus,83.0
20991,panda bear,59.0
20973,marrow,6.0
20932,verbal kent,17.0
20944,mike krol,41.0
20706,destroyer,47.0
21000,method man,68.0
20961,all dogs,17.0
20877,salad boys,8.0
20874,christian rich,43.0
20999,the weeknd,97.0
20971,foals,63.0
20968,daniel.t.,56.0
20834,dead to a dying world,5.0
20951,halsey,83.0
20943,dm-funk,47.0
20981,tamaryn,40.0
20972,fake palms,2.0
20938,various artists,7.0
20875,idjut boys,19.0
20970,yo la tengo,54.0
20876,frog eyes,20.0
20967,dornik,27.0
20959,bitchin bajas,24.0
20959,natural information society,15.0
20833,myrkur,45.0
20922,mick jenkins,57.0
20899,ghost,75.0
20759,drinks,39.0
20790,fuck the facts,14.0
20969,gardens & villa,30.0
20939,deradoorian,31.0
20940,reatards,21.0
20920,monk parker,3.0
20945,the foreign exchange,38.0
20803,glassine,0.0
20985,fka twigs,70.0
20926,2 chainz,77.0
20897,the good life,26.0
20865,jackson c. frank,46.0
20988,ancient warfare,0.0
20691,beach house,74.0
20746,royal headache,33.0
20844,berner,59.0
20844,the jacka,47.0
20889,advance base,27.0
20909,f ingers,2.0
20898,carly rae jepsen,72.0
20941,tunde olaniran,20.0
20869,palehound,38.0
20937,dave cloud & the gospel of power,41.0
20873,gonno,11.0
20872,aphex twin,66.0
20872,afx,31.0
20870,the black dog,40.0
20915,guilty simpson,39.0
20917,stern,2.0
20887,retch,37.0
20925,chief keef,77.0
20905,tink,60.0
20933,mark lanegan,50.0
20923,briana marela,24.0
20705,zachary cale,6.0
20747,pavement,59.0
20871,elysia crampton,13.0
20927,aye nako,7.0
20918,teen daze,38.0
20686,azekel,43.0
20935,dr. dre,81.0
20896,dej loaf,68.0
20908,lindi ortega,30.0
20894,gangrene,35.0
20936,blondes,50.0
20955,lil b,87.0
20955,chance the rapper,75.0
20767,lizzy mercier descloux,33.0
20895,heathered pearls,22.0
20907,team sleep,49.0
20883,jessie jones,3.0
20866,chelsea wolfe,50.0
20839,laraaji,41.0
20906,eleventh dream day,13.0
20852,hatchback,12.0
20919,chris crack,36.0
20902,robyn,63.0
20902,la bagatelle magique,15.0
20904,krallice,21.0
20867,night beds,29.0
20886,joe plummer,0.0
20868,donnacha costello,12.0
20901,warren g,64.0
20819,jill scott,58.0
20884,dj mustard,73.0
20740,slim twig,2.0
20853,michael stasis,21.0
20862,mac demarco,81.0
20781,la luz,44.0
20863,grave babies,8.0
20882,trae tha truth,50.0
20788,deiphago,5.0
20861,health,59.0
20830,omar souleyman,39.0
20864,pearl charles,28.0
20842,ultimate painting,31.0
20793,mike cooper,15.0
20843,migos,76.0
20701,the coneheads,2.0
20777,various artists,7.0
20804,deaf wish,3.0
20716,bert jansch,39.0
20835,teenage time killers,8.0
20807,gunplay,47.0
20848,jessy lanza,35.0
20849,mark barrott,34.0
20860,florian kupfer,8.0
20847,albert hammond jr.,46.0
20900,william basinski,42.0
20802,alessandro cortini,34.0
20814,r. andrew lee,1.0
20836,sweet cobra,5.0
20668,led zeppelin,78.0
20797,julio bashmore,34.0
20855,lianne la havas,56.0
20850,adult mom,32.0
20820,ricked wicky,3.0
20702,titus andronicus,30.0
20846,public enemy,57.0
20714,lamb of god,64.0
20827,illfightyou,11.0
20832,dj roc,23.0
20816,miles davis,64.0
20824,ms mr,41.0
20765,gwenno,31.0
20738,earthly,2.0
20821,watkins family hour,26.0
20838,wilco,61.0
20817,kool keith,42.0
20817,l'orange,39.0
20757,cfcf,35.0
20811,mario diaz de leon,3.0
20822,j fernandez,55.0
20810,future,92.0
20724,locrian,15.0
20805,tearjerker,10.0
20801,spraynard,22.0
20806,strange wilds,1.0
20812,sly and the family stone,58.0
20766,mas ysa,14.0
20813,ashley monroe,50.0
20794,white reaper,41.0
20792,snooty garbagemen,0.0
20799,wavves x cloud nothings,44.0
20818,ducktails,31.0
20800,fox millions duo,0.0
20798,bad bad hats,38.0
20809,sassyblack,2.0
20749,ratatat,66.0
20831,years & years,71.0
20776,suzanne kraft,40.0
20756,seven davis jr.,27.0
20745,ty money,0.0
20721,the chemical brothers,64.0
20667,flying saucer attack,19.0
20697,ben bridwell,38.0
20697,iron & wine,64.0
20826,container,15.0
20775,self defense family,20.0
20648,jason isbell,60.0
20774,the alchemist,73.0
20718,nap eyes,27.0
20795,quelle chris,41.0
20808,nadastrom,8.0
20578,tame impala,81.0
20786,veruca salt,47.0
20787,karin krog,25.0
20772,chester watson,38.0
20736,negative scanner,3.0
20743,dj rashad,33.0
20770,sleaford mods,46.0
20653,peacers,3.0
20712,envy,27.0
20754,duke ellington,59.0
20753,various artists,7.0
20796,lil wayne,88.0
20783,the internet,61.0
20761,the velvet teen,18.0
20735,creepoid,22.0
20791,nicolas jaar,52.0
20779,the tough alliance,22.0
20762,statik selektah,50.0
20751,beatking,46.0
20707,flesh world,1.0
20722,ghostface killah & adrian younge,64.0
20782,rp boo,17.0
20731,ecstatic vision,13.0
20773,ezra furman,45.0
20755,lee bannon,13.0
20729,four tet,63.0
20778,meek mill,75.0
20752,matrixxman,26.0
20742,heather woods broderick,26.0
20710,active child,39.0
20728,miguel,82.0
20769,lone,59.0
20734,class actress,45.0
20780,tyga,79.0
20692,failure,44.0
20643,neil young,69.0
20709,the orb,44.0
20680,wolf alice,60.0
20768,boogie,78.0
20750,lucki eck$,31.0
20719,vince staples,68.0
20647,bilal,65.0
20733,london o'connor,13.0
20723,kronos quartet,50.0
20608,mutoid man,32.0
20760,thundercat,71.0
20690,main attrakionz,42.0
20741,blawan,31.0
20443,everything everything,51.0
20689,the armed,36.0
20726,refused,54.0
20484,bully,43.0
20574,pete rock,53.0
20660,smokey,55.0
20652,dave douglas,25.0
20725,leon bridges,74.0
20679,kacey musgraves,75.0
20682,richard thompson,42.0
20688,mewithoutyou,44.0
20715,t. hardy morris,21.0
20511,the national,65.0
20687,son lux,51.0
20717,nate ruess,68.0
20711,sorority noise,49.0
20662,bomba estreo,72.0
20720,desaparecidos,31.0
20748,"s. araw ""trio"" xi",0.0
20646,hunee,29.0
20678,flo morrissey,36.0
20685,katie dey,24.0
20483,the rolling stones,79.0
20671,nils frahm,61.0
20666,tenement,15.0
20695,jaakko eino kalevi,36.0
20632,meg baird,19.0
20703,giorgio moroder,61.0
20694,todd terje,46.0
20699,false,28.0
20573,robert glasper trio,22.0
20698,evan caminiti,4.0
20607,fucked up,33.0
20696,various artists,7.0
20623,nick diamonds,14.0
20676,klsch,5.0
20730,namie amuro,45.0
20677,dj koze,52.0
