artist, popularity
still,66.0
4 hero,37.0
langley schools music project,21.0
dub taylor,10.0
cherubino,0.0
clairvoyants,0.0
flanger,18.0
parker paul,30.0
lovage,36.0
anasarca,11.0
red shirt brigade,51.0
bullfrog,88.0
la makita soma,51.0
bevel,49.0
zmrzlina,0.0
scared of chaka,14.0
figurine,16.0
kroko,13.0
andrew coleman,0.0
prson sound,45.0
maceo parker,38.0
haymarket riot,1.0
boylion,0.0
rotoscope,71.0
richard devine,14.0
ovuca,2.0
land of the el caminos,0.0
dj food,33.0
olivia block,5.0
blectum from blechdom,3.0
check engine,0.0
m. gira,3.0
d. matz,1.0
green velvet,55.0
the prima donnas,2.0
empire state,16.0
brian allen and jacob koller,
volta do mar,3.0
20 minute loop,1.0
weasel walter,3.0
coquettish,4.0
fugu,67.0
kill creek,6.0
alva noto,40.0
mitchell akiyama,0.0
autour de lucie,15.0
jeff london,47.0
arling and cameron,30.0
stilluppsteypa,6.0
mr. len,6.0
saturnine,0.0
pillow,51.0
zeni geva,13.0
boxstep,0.0
matt marque,0.0
tomas jirku,1.0
makoto kawabata,5.0
lilac time,19.0
lu,78.0
phoenecia,8.0
western automatic,0.0
the silver mt. zion memorial orchestra & tra-la-la band,69.0
triangle,4.0
orange can,2.0
weights and measures,0.0
jigmastas,24.0
transchamps,0.0
moreno veloso +2,48.0
gallygows,0.0
phthalocyanine,0.0
utah!,0.0
heavenly,46.0
halifax pier,1.0
timeout drawer,22.0
visitor jim,0.0
s.i. futures,1.0
los straitjackets,35.0
spain,31.0
per mission,0.0
oysterhead,28.0
pilot to gunner,11.0
gez varley,5.0
lupine howl,2.0
metrovavan,0.0
robert pollard and his soft rock renegades,59.0
david s. ware quartet,1.0
blueline medic,12.0
"kristian, shalabi, st. onge",30.0
starship beer,0.0
lumen,79.0
ifihadahifi,0.0
appliance,5.0
cruiser,9.0
rival schools,34.0
wolfie,33.0
jetone,0.0
q-burns abstract message,11.0
explosion robinson,63.0
marumari,11.0
mr. wright,0.0
scott tuma,8.0
graeme downes,0.0
original brothers and sisters of love,0.0
atombombpocketknife,2.0
ex-girl,5.0
fluke,42.0
uberzone,10.0
chitlin' fooks,59.0
rondelles,6.0
ivory coast,0.0
dj j. peter schwalm,14.0
sisterhood of convoluted thinkers,1.0
trans megetti,5.0
moth wranglers,0.0
bionaut,11.0
rebecca gates,0.0
idyll swords,1.0
thee headcoats,27.0
self,42.0
american heritage,1.0
chocolate genius,24.0
american steel,22.0
daevid allen's university of errors,36.0
low and dirty three,47.0
robert barry,27.0
fred anderson,3.0
lift to experience,30.0
swell,37.0
chicago underground quartet,12.0
bablicon,1.0
bonny billy,0.0
barbara manning,10.0
third eye foundation,17.0
burning airlines,18.0
juno,45.0
cousteau,24.0
jason falkner,23.0
alejandro escovedo,34.0
tiffany anders,0.0
delarosa and asora,29.0
chamber strings,4.0
embarrassment,7.0
thinking fellers union local 282,25.0
sixth great lake,4.0
blake babies,21.0
labradford,24.0
red stars theory,5.0
japancakes,25.0
stephen malkmus,33.0
andy votel,12.0
action time,9.0
actionslacks,2.0
alpha,52.0
all natural,30.0
alkaline trio,57.0
abilene,43.0
isotope 217,19.0
jazzanova,44.0
microstoria,12.0
aix em klemm,18.0
talib kweli & hi-tek,0.0
jega,18.0
therapy?,42.0
marquis de tren,5.0
the softies,35.0
the 6ths,32.0
man or astro-man?,27.0
rian murphy and will oldham,1.0
the wisdom of harry,1.0
duster,67.0
chris knox,22.0
buffalo tom,34.0
toe,49.0
big'n,10.0
jimi tenor,36.0
seor coconut y su conjunto,55.0
pole v. four tet,63.0
richard davies,0.0
bis,64.0
mr. & mrs. keneipp,0.0
gregg bendian's interzone,0.0
catherine wheel,36.0
towa tei,38.0
aspera ad astra,0.0
arovane,30.0
the peter brtzmann sextet / quartet,52.0
la monte young,13.0
marian zazeela,1.0
macha loved bedhead,25.0
nation of ulysses,21.0
the spinanes,21.0
ltj bukem,44.0
horace andy,62.0
a silver mt. zion,37.0
quickspace,11.0
steely dan,70.0
billy mahonie,3.0
chappaquiddick skyline,4.0
warn defever,0.0
faithless,61.0
ken vandermark's joe harriott project,41.0
kid loco,50.0
stewart walker,7.0
plone,20.0
arcwelder,12.0
lullaby for the working class,12.0
the innocent criminals,46.0
leftfield,48.0
bows,72.0
robert pollard and doug gillard,24.0
kazumi,28.0
madder rose,16.0
josh wink,36.0
quannum,25.0
soundtrack,35.0
gregg bendian,0.0
june of 44,20.0
texas,37.0
the cars,67.0
fantastic plastic machine,30.0
funkstrung,18.0
bailter space,15.0
teen idols,23.0
john wesley harding,18.0
neil hamburger,14.0
