name, score
whiskeytown,40
no kids,14
rhys chatham & his guitar trio all-stars,55
eric matthews,12
pacific uv,50
ida,25
rocket from the crypt,31
genghis tron,21
promise and the monster,9
what made milwaukee famous,14
magic weapon,68
warbringer,43
the aluminum group,13
joe lally,15
blood meridian,1
kelley polar,22
food for animals,3
dub trio,25
the jet age,21
kiln,24
his name is alive,29
jeffrey lewis & the jitters,38
kutiman,44
7 hertz,0
carbon/silicon,8
steve reid ensemble,2
matt costa,38
cowboy junkies,48
statehood,0
american music club,20
steve aoki,72
afrirampo,5
60 watt kid,0
michael jackson,84
disfear,25
rings,43
fairmont,9
biirdie,0
hi-fidel and dj crucial,5
monade,15
colleen,24
the mae shi,14
the busy signals,3
flowers forever,10
will oldham,28
human bell,11
samamidon,36
ross johnson,0
the weakerthans,41
they might be giants,57
vangelis,61
burnt friedman,19
the cake sale,17
liam finn,22
hey willpower,2
dirty on purpose,3
ghislain poirier,11
louis xiv,29
chris walla,29
songs of green pheasant,12
june panic,2
soulwax,50
midnight juggernauts,35
evangelicals,5
enter shikari,56
radar bros.,9
g&d,3
c.c.c.c.,19
mother and the addicts,0
zillionaire,50
rob sonic,36
"hello, blue roses",0
fatal flying guilloteens,1
witchcraft,42
gram parsons,42
blood on the wall,6
pre,51
lisa gerrard,66
boscoe,6
the cansecos,0
bc camplight,31
octoberman,9
blue states,37
school of language,4
michael hurley,37
hi-tek,42
the a-sides,29
slow six,1
ham1,0
pedro,68
the honeydrips,15
idlewild,37
the black ghosts,45
michael showalter,3
karate,33
marla hansen,4
styles p,61
jazkamer,0
spokane,11
trae,50
the simpsons,38
misha,54
jonny greenwood,46
meneguar,0
william parkers raining on the moon,46
fog,52
mobius band,4
west indian girl,15
begushkin,0
pink floyd,81
the forms,38
bob marley & the wailers,81
president,18
ferraby lionheart,12
ethan rose,5
public enemy,57
iliketrains,18
clockcleaner,3
kim hiorthy,14
the libertines,55
bembeya jazz national,31
mf grimm,45
a mountain of one,13
the real tuesday weld,44
enon,34
bobb trimble,21
tulsa,62
concentrik,35
soft,63
the thrills,34
the valerie project,2
georgie james,2
moving units,25
mac lethal,39
athlete,41
christian kiefer,15
mountain home,0
shooting spires,0
coughee brothaz,10
home blitz,2
wzt hearts,0
led zeppelin,78
uusitalo,4
hangar 18,0
saul williams,40
buck 65,32
carol bui,0
dax riggs,39
ian brown,46
randall of nazareth,0
muscles,22
fire engines,10
cassius,49
gowns,13
kenna,31
playgroup and alter ego,10
the glass,76
white williams,6
chris schlarb,10
david shrigley,10
calvin harris,86
john phillips,13
charalambides,2
the capstan shafts,1
debbie harry,40
hard-fi,43
people,45
dave gahan,40
matt valentine and erika elder,2
vashti bunyan,48
culture,64
ween,58
old time relijun,9
aceyalone,39
risn murphy,30
weedeater,36
twista,66
stereo total,35
jana hunter,14
havoc,45
dragons of zynth,0
talibam!,1
adrian orange & her band,4
baby elephant,0
numbers,28
billie holiday,65
johnathan rice,18
african virtuoses,3
erik friedlander,26
pieces of peace,2
cloak/dagger,19
the donnas,40
supermayer,10
christopher denny,9
roberto fonseca,36
the mabuses,24
tim gane,4
sean o'hagan,11
office,9
the austerity program,6
adam franklin,5
oh no! oh my!,16
oakley hall,2
ryan ferguson,4
joe henry,33
new buffalo,11
pseudosix,6
crippled black phoenix,36
qui,63
arks,48
picastro,13
brother reade,0
kevin drew,23
fovea hex,0
ice water,58
the modern lovers,43
sixtoo,11
zap mama,33
map of africa,14
amiina,35
circus devils,10
bang lime,48
turzi,21
the good life,26
kano,48
vhs or beta,22
bobby bare,53
napalm death,46
sarah shannon,23
airiel,37
louis philippe,16
siouxsie sioux,33
swizz beatz,65
the mooney suzuki,28
linda thompson,24
the mendoza line,6
loren mazzacane-connors,27
euros childs,9
prefab sprout,48
artanker convoy,0
amerie,56
the chills,37
percee p,31
robbers on high street,10
mavado,55
travis morrison hellfighters,0
ash,71
lubomyr melnyk,26
the go,76
the shining path,0
raising the fawn,0
trembling blue stars,18
hacavitz,5
the high strung,32
danzig,59
wingtip sloat,0
the future kings of england,1
hopewell,3
northern state,8
life without buildings,38
jason holstrom,0
the angels of light,28
nina nastasia & jim white,26
patrick cleandenim,0
scissors for lefty,13
charles mingus sextet with eric dolphy,49
judee sill,38
young marble giants,31
montag,0
king wilkie,2
art in manila,61
hawkwind,40
miss alex white & the red orchestra,0
keren ann,49
blossom toes,11
the takeovers,3
silver daggers,1
the mary timony band,2
leyode,46
sebo k,22
botch,31
hans zimmer,79
white noise,84
warhammer 48k,0
pumice,2
the lovetones,11
marmoset,6
gudrun gut,18
bassnectar,52
namelessnumberheadman,0
the boggs,13
videohippos,0
emily haines & the soft skeleton,28
crowded house,70
kenge kenge,0
midnight movies,4
"daniel ""a.i.u."" higgs",67
september collective,0
tied & tickled trio,13
skeletons and the kings of all cities,1
balkan beat box,39
nicole willis & the soul investigators,3
dj mayonnaise,4
jennifer gentle,6
arthur & yu,74
southerly,0
frank black,41
the for carnation,18
ghq,0
black strobe,38
the tuss,31
american catastrophe,0
flash hawk parlor ensemble,0
the safes,10
king khan,36
fourth of july,3
ray's vast basement,1
radio moscow,42
tarwater,22
drawing voices,48
the detroit cobras,35
minus story,2
great lakes myth society,2
grant mclennan,21
bumps,27
coyote bones,0
they shoot horses don't they?,1
ibrahim ferrer,47
badgerlore,0
andrew pekler,19
oxbow,20
bottom of the hudson,1
jaylib,33
lichens,4
opsvik & jennings,0
the polyphonic spree,34
mark stewart,16
lifesavas,21
antiguo autmata mexicano,
tobias thomas,7
jazzkammer & howard stelzer,59
cex,11
sean na na,3
merzbow,29
king kong,15
alsace lorraine,16
mark ronson,77
john wiese,8
get him eat him,2
the race,64
the saints,37
shellac,35
james blood ulmer,13
young jeezy presents usda,42
scharpling & wurster,4
benni hemm hemm,12
the only children,1
blue scholars,36
mansbestfriend,50
illinois,30
shannon wright,29
gls,76
von sdenfed,10
tin cup prophette,1
goldrush,7
the afghan whigs,40
meg baird,19
feltbattery,30
antelope,19
alessandro stefana,13
lewis & clarke,23
night canopy,69
electrelane,39
je suis france,0
mando diao,55
voxtrot,38
jai-alai savant,46
betty davis,38
titan,66
morningbell,5
the narrator,45
the national lights,1
kathy diamond,9
fields,37
monotract,0
kalabrese,43
french toast,73
david torn,24
seymore saves the world,0
the innocence mission,39
the affair,65
paul duncan,0
mother hips,27
page france,15
fursaxa,12
plastiscines,19
the fucking champs,15
andy partridge,10
dj blaqstarr,18
hail social,3
love of diagrams,6
alex delivery,0
amandine,37
sister vanilla,0
through the sparks,0
maria taylor,39
panthers,6
robbie fulks,30
yoko ono,54
mike tamburo and the universal orchestra of pituitary knowledge,37
robert gomez,48
all smiles,56
priestbird,1
no-neck blues band,4
thee more shallows,9
kra brekkan,45
yndi halda,19
mira calix,18
silmaril,35
shitdisco,11
germans,11
stephen vitiello,13
the bark haze,33
novi split,4
mika,66
the comas,9
let's go sailing,11
dolly parton,74
cornelius,41
elvis perkins,23
radical face,59
bobby conn,13
sarah nixey,5
golden ball,26
circle,43
xbxrx,11
infinite livez,21
best of seth,11
the chalets,6
rosie thomas,30
high priest,21
redman,65
the last town chorus,13
the finches,12
moving oos,13
call me lightning,2
young buck,59
timbaland,79
the red crayola,11
"willie nelson, merle haggard, and ray price",61
pentangle,34
justine d,2
rich boy,50
david kilgour,28
fountains of wayne,59
paula frazer and tarnation,2
the black dog,40
ghost stories,44
axolotl,3
victor bermon,34
madeline,25
hotel alexis,0
aqueduct,19
mary weiss,4
palomar,30
the zincs,0
fulton lights,0
mother mother,72
paper airplanes,7
the stooges,51
pagoda,21
welcome,97
milenasong,0
secret mommy,3
my latest novel,27
momus,26
pole,30
bob & gene,35
wolf & cub,10
catherine howe,34
willy mason,39
winterkids,2
tempo no tempo,47
nico,56
cheeseburger,19
the one am radio,15
the frames,38
omar rodriguez-lpez & damo suzuki,57
dean & britta,25
the view,85
greg ashley,6
money mark,32
damero,0
barr,64
the zombies,59
tanakh,1
the diminisher,0
electric light orchestra,72
mittens on strings,49
uncut,33
yellow swans & birchville cat motel,64
the early years,5
ignatz,5
white flight,3
benevento/russo duo,6
elephant man,53
p.g. six,9
tk webb,0
the memory band,10
softlightes,2
the trees community,51
imitation electric piano,0
juggaknots,33
clouds,86
women and children,0
six parts seven,28
kristin hersh,32
lifetime,27
cyann & ben,51
calla,20
the faces,57
the jam,58
cougar,6
o.lamm,0
weasel walter quartet,0
audionom,1
radicalfashion,3
nurse & soldier,0
vert,52
future pilot aka,1
laibach,38
the rza presents,0
human host,0
husky rescue,26
no bra,21
noah georgeson,26
thomas mapfumo and the blacks unlimited,30
tralala,45
daylight's for the birds,0
to live and shave in l.a.,3
aereogramme,21
k-os,43
christina rosenvinge,37
relay,39
doleful lions,1
helios,43
bracken,56
jackwacker,61
michio kurihara,7
america,71
the aquarium,1
blake miller,0
the earlies,6
gruppo di improvvisazione nuova consonanza,1
"the good, the bad & the queen",33
gang starr,64
charlemagne palestine and tony conrad,
m. craft,17
paul brill,1
yabby you,33
silkworm,21
miho hatori,34
matisyahu,56
pinebender,3
two ton boa,4
lullatone,46
dusty springfield,66
maja ratkje,11
seekers who are lovers,0
the silent years,6
solar anus,0
jackie mittoo,37
julie sokolow,0
simon joyner & the fallen men,23
plastic little,3
ramblin' jack elliott,34
iv thieves,0
josef k,21
clint mansell,51
mahogany,43
hem,48
vince guaraldi,48
giddy motors,2
london sinfonietta,49
the wrens,32
jan jelinek,32
the gothic archies,23
tristeza,27
gwen stefani,75
white magic,16
dirty faces,11
math and physics club,14
les georges leningrad,1
robert lippok,20
my my,76
norfolk & western,4
corrina repp,23
fe-mail,0
shout out out out out,35
2pac,81
the walker brothers,40
the brother kite,6
summer hymns,1
damien rice,58
the isles,1
mudsuckers,35
r. keenan lawler,0
merle haggard,61
slumber party,71
whitey,51
manyfingers,1
the prids,9
johnny and the moon,2
the places,57
sparta,37
isobel campbell,39
nikki sudden,16
ad astra per aspera,1
micah p. hinson,43
damon mcmahon,2
jean-claude vannier,26
spanky wilson & the quantic soul orchestra,0
peter and the wolf,8
this american life,66
swan island,0
the who,68
the exploding hearts,23
n0 things,3
dj mehdi,44
thunderbirds are now!,5
favourite sons,1
sunn o))) & boris,59
lucero,42
outputmessage,7
plan b,79
niobe,0
tony conrad,5
bert jansch,39
peter walker,4
shawn david mcmillen,0
the battles,85
bobby bare jr.,18
tom moulton,26
the curtains,5
flying canyon,0
the nice boys,0
doubled yellow swans,48
alan singley & pants machine,0
nicolay,24
envy,27
lake of dracula,5
darkel,68
chavez,20
judah johnson,0
phon,51
aberdeen,35
the low lows,0
easy star all-stars,45
the blood brothers,33
robyn hitchcock & the venus 3,8
chin up chin up,5
ho-ag,1
susanna and the magical orchestra,18
rhythm & sound,35
teddybears,47
noxagt,3
kaki king,37
sean lennon,50
canada,25
mansun,36
jet,59
hell on wheels,4
the changes,4
the fix,47
ike yard,7
marble valley,0
sparklehorse,48
radio citizen,39
dani siciliano,7
paul schneider,47
seor coconut,34
now it's overhead,12
the black neon,37
alexi murdoch,52
the sleepy jackson,29
sol seppy,39
candy bars,0
acid mothers temple,15
the melting paraiso u.f.o.,8
spencer dickinson,55
missy elliott,71
gosling,1
channels,3
scanners,25
uzeda,8
the capitol years,1
peeping tom,33
tap tap,2
pony up!,6
roman candle,27
the citizens,48
the little ones,29
the tyde,8
the life force trio,5
the kingdom,34
purified in blood,24
radio birdman,31
brian posehn,27
the grates,25
eric bachmann,14
the village green,0
pajo,7
code of honor,2
memphis,62
new york dolls,47
spielerfrau,0
supersystem,7
hot snakes,34
unai,71
lullaby baxter,2
metalux,0
little annie,19
wooden wand and the sky high band,1
this will destroy you,44
the minders,15
wasteland,58
snowden,16
absentee,2
outkast,76
the sadies,35
the delgados,29
nouvelle vague,57
alan sparhawk,30
say hi to your mom,34
knut,7
comets on fire,21
my robot friend,10
kalas,67
tam,81
erase errata,10
luna,48
the long winters,31
meg & dia,44
professor murder,13
quantic,61
klee,29
a cloud mireya,55
jurassic 5,53
about,78
avarus,32
cursor miner,4
first nation,29
helmet,51
pharrell,82
sex pistols,56
mark fosson,77
white whale,0
xtc,51
razorlight,56
mike johnson,4
jr ewing,5
old 97's,41
david bazan,31
james figurine,7
jim noir,27
the ohsees,49
dabrye,30
marc leclair,11
the longcut,13
murder by death,43
swell maps,29
sam roberts,45
alias and tarsier,8
the court & spark,4
boy kill boy,28
nick castro and the young elders,80
the gersch,30
towers of london,11
entrance,22
sway,79
the diableros,0
sound team,7
dr. dre,81
the robot ate me,22
dr. octagon,36
scott solter,24
this heat,27
mojave 3,48
susumu yokota,48
yung joc,64
nelly furtado,78
the like young,4
single frame,8
smoosh,5
the new cars,6
stuart a. staples,28
the fever,5
scsi-9,22
the bummer road,0
smog,43
metallic falcons,72
the congos & friends,53
young people,4
wizardzz,63
danger doom,59
harry nilsson,58
7 year rabbit cycle,1
rose melberg,14
lair of the minotaur,14
boyracer,10
ronnie spector,29
augie march,36
purple city,22
radio 4,21
pinetop seven,3
feu thrse,
glenn kotche,8
nofx,60
diane cluck,33
human television,4
jarvis cocker & steve mackey,51
home,60
bird show,0
charlatans uk,47
keene brothers,5
whitehouse,5
dat politics,12
jon auer,6
shogun kunitoki,1
paik,3
the rogers sisters,2
blight,31
the big eyes family players,0
shooting at unarmed men,3
dirty pretty things,39
king biscuit time,18
the durutti column,45
candi staton,59
danielson famile,0
centro-matic,18
ovo,97
jel,80
cities,47
creeper lagoon,13
zach hill and mick barr,1
chicago underground duo,4
function,26
tool,72
bob drake,0
ex-boyfriends,0
white rose movement,16
birchville cat motel,3
demolition doll rods,3
mott the hoople,46
rainer maria,30
the lovely feathers,6
wolfmother,59
aki tsuyuko,2
jon langford,8
the impossible shapes,2
fat worm of error,0
christopher o'riley,29
shonen knife,31
shoplifting,20
afx,31
no-neck blues band and embryo,0
facedowninshit,1
tom z,46
rye coalition,11
larsen,3
metal hearts,1
james f!@.$%^ friedman,53
josh rouse,41
avail,32
the seconds,0
tom verlaine,22
josephine foster,30
pretty girls make graves,30
bubba sparxxx,54
cinemechanica,7
casey dienel,26
wax tailor,54
the robocop kraus,9
envelopes,5
cluster,34
the go-betweens,38
the czars,23
nicolai dunger,19
yura yura teikoku,38
soul position,23
massacre,33
sound dimension,24
flin flon,6
feathers,3
the vines,48
the essex green,29
acid mothers temple & the cosmic inferno,0
sondre lerche with the faces down quartet,38
cocteau twins,66
jessi colter,42
the secret machines,30
howe gelb,30
maximum joy,18
guitar,60
the infadels,20
juvenile,60
mellowdrone,29
ms. john soda,13
acid casuals,2
the tango saloon,10
patrick phelan,20
charlemagne,27
loose fur,26
voices and organs,0
the capes,0
deadboy & the elephantmen,26
caroline,62
hellacopters,48
ray davies,30
some girls,13
dell and flgel,
coldcut,39
terrestrial tones,0
horns of happiness,0
mikkel metal,15
ris paul ric,4
chihei hatakeyama,45
magnet,54
i love you but i've chosen darkness,16
living things,10
pansy division,29
wooden wand and the vanishing voice,1
stone jack jones,6
souls she said,0
diskaholics anonymous trio,0
questlove,32
new radiant storm king,3
mclusky,36
curt kirkwood,0
hank,69
electric president,27
make-up,1
philip samartzis,2
tape,53
the ladies,21
the national trust,0
world leader pretend,1
oceansize,30
lilys,28
measles mumps rubella,0
ayatollah,26
heros severum,0
town and country,4
capitol k,46
hudson bell,5
controller.controller,7
low skies,0
toy,51
test icicles,17
animals,50
the vandermark five,1
shalabi effect,1
mylo,47
johnny boy,69
nine horses,20
the subways,44
elefant,69
gerry mitchell,0
little sparta,17
a.r.e. weapons,9
earthride,5
the ex,52
the cardigans,70
audio bullys,45
she wants revenge,64
directing hand,50
t. rex,61
damo suzuki,7
the dolls,0
swearing at motorists,14
glen hall,0
william hooker,6
matthew shipp,24
mark oleary,7
tomasz stako,36
billy hart,32
rocky votolato,32
tarkio,25
clearlake,9
meredith bragg and the terminals,54
pearls and brass,2
delta 5,31
jenny lewis with the watson twins,46
made in mexico,8
sparrow,51
the advantage,19
chrome,59
steve spacek,28
tall dwarfs,24
the universe,10
fm3,2
arizona amp and alternator,17
gogogo airheart,4
coil,36
safety scissors,0
edith frost,25
seu jorge,69
sunroof!,1
george,74
coptic light,0
morningwood,27
awesome new republic,9
anthrax,56
the foxymorons,2
rah bras,0
guitar wolf,29
the paddingtons,17
quintron and miss pussycat,0
the notorious b.i.g.,78
dreamies,6
books on tape,0
les angles morts,51
jane,67
kites,68
bright,57
kind of like spitting,34
piano overlord,1
richie hawtin,39
the beautiful new born children,0
milemarker,12
friends of dean martinez,18
blockhead,46
stunt rock,3
starsailor,49
ennio morricone,66
jonathan kane,40
mindflayer,7
koenji-hyakkei,11
landing,26
tarantula a.d.,0
chamillionaire,59
annie hayden,2
as mercenrias,26
men's recovery project,7
get hustle,0
slowdive,65
panic! at the disco,77
morcheeba,59
double leopards,50
death from above 1979,47
system of a down,82
neil diamond,68
lil' kim,65
tangiers,3
ric ocasek,31
dios (malos),19
junior senior,52
oranger,12
richard hell,35
gasp,9
make believe,7
mike ladd,32
the gris gris,3
burt bacharach,48
dead kennedys,57
circulus,5
dawn smithson,0
colder,71
the like,26
derek bailey,13
the lost patrol band,10
harvey danger,51
imogen heap,79
stellastarr*,24
early man,15
from monument to masses,14
destiny's child,72
the joggers,3
the band,63
cristian vogel,16
make a rising,1
rev run,19
t. raumschmiere,20
wayne b,31
diamond nights,14
joan of arc,22
liz janes,4
ninja high school,0
delia gonzalez and gavin russom,1
freakwater,15
talking heads,69
the deadly snakes,14
j-live,46
cerberus shoal,10
neon blonde,8
deus,31
tren brothers,17
swords,42
paul wall,65
hackensaw boys,35
amusement parks on fire,23
the hospitals,0
armand van helden,64
kiss me deadly,47
the sun,63
ghost of monkshood,0
the occasion,0
giant drag,22
dj spooky,33
kepler,56
broken spindles,9
mommy and daddy,17
vibracathedral orchestra,4
bellini,47
marjorie fair,11
moistboyz,15
run-d.m.c.,0
lords,38
john wilkes booze,0
mazarin,22
american analog set,40
the jim yoshii pile-up,12
eazy-e,66
david axelrod,32
r.l. burnside,45
meat beat manifesto,31
the double,3
ok go,55
august born,55
rob swift,22
asmus tietchens,11
emmylou harris,60
10 in the swear jar,42
the greenhornes,39
flamin' groovies,34
june carter cash,51
koufax,8
hair police,2
ivan smagghe,9
keiji haino,18
minotaur shock,13
white mice,2
daikaiju,30
mayday,61
the bevis frond,24
waco brothers,14
a certain ratio,30
gospel,25
iron maiden,73
thuja,0
nations by the river,2
felipe + forte,55
violent femmes,58
flotation toy warning,28
tenement halls,1
leaves,40
daniel lanois,50
the kallikak family,3
i am kloot,35
alarm will sound,20
the visible men,0
gene defcon,3
electronicat,2
criteria,13
geiger,30
the 101'ers,22
icky boyfriends,2
subtitle,9
without gravity,2
the posies,32
the nein,84
the body lovers/the body haters,10
oxes,7
ramones,66
dipset,46
alaska!,3
statistics,12
funkadelic,52
elektro4,2
turbonegro,45
luke vibert,34
clor,29
bakonour,47
unklesounds,70
spires that in the sunset rise,5
negativland,20
ferenc,28
denison witmer,39
eric malmberg,5
tosca,51
youth group,42
alan braxe,62
the starvations,4
the black dahlia murder,49
hosono & yokoo,58
little barrie,37
nick castro and the poison tree,43
vanishing kids,5
white out,0
william winant,8
grandmaster flash & the furious five,43
esmerine,17
puerto muerto,15
the redwalls,18
platinum pied pipers,16
femi kuti,37
stromba,76
richard buckner & jon langford,30
slim thug,59
the primary 5,3
13th floor elevators,38
ying yang twins,64
the peppermints,18
collapsar,0
f.s. blumm,29
doris henson,0
smegma,6
skeletons and the girl-faced boys,47
slow dazzle,47
white rock,5
the planet the,59
desmond dekker,39
fifths of seven,70
no wait wait,11
lowlights,1
ol' dirty bastard,63
battletorn,0
the red chord,26
more dogs,0
rod lee,25
yann tiersen & shannon wright,65
joy zipper,19
eyeball skeleton,0
goon moon,9
black sunday,0
orthrelm,2
22-20s,26
need new body,4
billy corgan,31
the tears,20
applied communications,4
laura cantrell,18
engineers,19
the orange peels,4
the dead 60s,28
t.o.k.,51
bear vs. shark,30
thrones,10
the oranges band,4
despistado,55
spoonie gee,24
team sleep,49
tullycraft,23
chris cutler,0
young gunz,35
kirsty maccoll,51
p:ano,6
a northern chorus,4
memphis bleek,47
eric b. & rakim,53
dead machines,14
an angle,2
gilles peterson,22
troubled hubble,5
kill memory crash,11
ttc,91
fannypack,32
aimee mann,50
mike jones,61
audioslave,72
sleater-kinney,43
plane,60
idiot pilot,20
deadbeat,30
dance disaster movement,1
the punks,0
goldie lookin' chain,34
the cloud room,18
hal,83
shrimp boat,7
the dudley coroporation,38
c-rayz walz,35
bearsuit,2
chok rock,0
currituck co.,1
dj clever,62
populous,46
headphones,15
scott h. biram,38
resplendent,5
nathan michel,59
parlour,36
caesars,58
the exposures,46
starflyer 59,46
wha-ha-ha,47
the penetrators,7
omfo,37
the blue van,29
alec empire,25
drowsy,13
john zorn,35
markus guentner,21
the glimmers,27
dutch dub,1
enduser,20
emperor x,32
fantmas,31
weird war,12
chicks on speed,30
my way my love,0
the merediths,0
mars black,0
guapo,34
jim and jennie and the pinetops,2
venetian snares,38
edie sedgwick,1
crain,77
ocean colour scene,49
the free design,34
dj target,5
riko,49
et sans,0
david last,5
hrvatski,10
ffa coffi pawb,13
phonophani,4
emiliana torrini,50
petra haden,29
out hud,16
summer at shatter creek,1
drop the lime,14
the damned,50
ben lee,43
ivy,64
the dissociatives,18
gustav,72
airborn audio,1
zzzz,49
shipping news,20
jan dukes de grey,4
a-frames,14
unrest,21
langtry,0
emanon,20
steve wynn,23
the field mice,30
50footwave,8
john digweed,41
do or die,48
albert ayler,28
devin davis,2
dj kaos,20
chariots,61
cephalic carnage,21
greater california,0
rapper big pooh,28
by the end of tonight,10
the zutons,42
scorch trio,0
mia doi todd,31
coughs,10
behold...the arctopus,12
the coctails,6
ruff sqwad,36
marbles,3
tarentel,14
alec deruggiero,74
bunky,8
the rub,50
black lipstick,1
giorgio moroder,61
jeff hanson,11
the prayers and tears of arthur digby sellers,50
logh,55
eastern lane,33
yamataka eye and john zorn,53
lemon jelly,43
sagan,23
a gun called tension,5
baby huey,37
sole,52
hollertronix,78
laurent garnier,41
th' legendary shack-shakers,31
the plot to blow up the eiffel tower,8
readymade,77
decibully,2
ilkae,26
john frusciante,52
heikki,4
l'altra,6
the anomoanon,4
four volts,0
metal urbain,9
hezekiah,51
bettie serveert,29
mu,75
gena rowlands band,0
aarktica,10
the chris stamey experience,0
beequeen,4
"bonnie ""prince"" billy and matt sweeney",59
duran duran duran,7
master musicians of bukkake,6
die monitr batss,0
dean roberts,1
pedestrian,27
tim sweeney,2
naked city,19
outrageous cherry,10
jeff parker,39
archer prewitt,8
embrace,29
build an ark,8
greg weeks,5
bola,75
climax golden twins,0
the '89 cubs,0
the late b.p. helium,40
the organ,31
blanket music,4
jason anderson,7
bunnybrains,0
cul de sac,12
stina nordenstam,33
yannis kyriakides,0
andy moor,41
r.a. the rugged man,45
the guild league,5
todd snider,37
scientific american,0
cristina,79
afrika bambaataa,46
anders parker,19
a cricket in times square,1
robert henke,8
magma,32
ian broudie,9
zane trow,3
breather resist,6
mix master mike,33
the owls,8
rainstick orchestra,7
limblifter,23
triola,14
the strange,41
yasunao tone,0
fan modine,2
theodore unit,10
tower recordings,2
losoul,0
cerys matthews,30
dwarves,37
the finn brothers,26
turing machine,8
handsome boy modeling school,48
the frequency,9
barbez,0
the residents,36
high water marks,9
electric company,2
prosaics,0
hall of fame,76
smoke and smoke,0
smith & mighty,27
lusine,36
sleepytime gorilla museum,22
akufen,16
the firebird band,2
mellow,38
flat earth society,7
non,52
boyd rice,17
vordul mega,19
the soft pink truth,16
the graves,8
jake fairley,9
j.u.f.,4
kid dakota,11
shivaree,46
frausdots,1
iqu,8
matt sharp,17
mcenroe and birdapres,
black eyes,81
son ambulance,22
the dead texan,30
trouble everyday,44
janek schaefer,18
jello biafra,31
le tigre,60
yuka honda,14
dead combo,32
jimmy eat world,68
dacm,58
jon brion,50
united states of america,23
knockout pills,58
william shatner,34
duo505,2
dogs die in hot cars,15
the bloodthirsty lovers,0
thomas dimuzio,2
triosk,14
poster children,14
henry cow,18
slapp happy,27
calamalka,0
the autumn defense,16
the supposed,2
ammoncontact,6
kpt.michi.gan,18
hercules,45
khonnor,7
q and not u,28
bark psychosis,32
richard crandell,8
sally timms,12
blues explosion,42
brandon wiard,0
thalia zedek,2
james yorkston,25
the athletes,25
the fucking am,2
travis morrison,2
miss kittin,45
the imposters,16
hurricane lamps,0
will johnson,27
moris tepper,2
shyne,47
annette peacock,23
flssin,35
call and response,4
nedelle & thom,0
har mar superstar,32
chris richards,27
gene estribou,50
jean-paul pickens,37
fly pan am,9
fingathing,29
caetano veloso,68
charmparticles,1
rise against,72
terrestre,1
rachel goswell,22
homelife,5
keith hudson,30
endochine,64
tim berne,11
communiqu,6
beep beep,31
crime,51
lanterna,14
aeroc,47
pigeon funk,0
whirlwind heat,3
crown city rockers,16
aberfeldy,12
migala,13
hope of the states,15
fugazi,56
the (international) noise conspiracy,24
dj krush,40
the presidents of the united states of america,57
ken stringfellow,18
engine down,16
aveo,77
dill,60
the shaggs,22
datsuns,33
the blithe sons,0
takashi wada,24
velvet crush,17
pidgeon,40
ming + fs,0
prince po,22
the homosexuals,0
half cousin,0
tin hat trio,26
spalding rockwell,11
neotropic,22
i am x,52
bruces,55
sonic liberation front,0
brand nubian,42
viktor vaughn,53
konk,13
hecker,46
death comet crew,1
octet,2
i am the world trade center,12
masta ace,47
jim white,32
felix kubin,14
passage,28
volebeats,5
dna,85
consequence,56
slowblow,4
hint hint,1
meow meow,28
bad religion,61
mystic chords of memory,4
doug hilsinger,0
caroleen beatty,63
the sunshine fix,10
moco,64
keith rowe,1
erick sermon,49
d. yellow swans,48
monk hughes & the outer realm,4
davd garza,19
gilberto assis,0
sahara hotnights,36
michael gordon,15
murcof,40
the waxwings,0
dolorean,17
korekyojin,3
los amigos invisibles,59
dr. mix and the remix,64
peggy honeywell,9
for stars,8
wagon christ,30
fuck,33
pink grease,3
tram,56
glenn branca,18
tanya donelly,23
don zientara,0
skalpel,36
nice device,6
eszter balint,3
the girls,10
bebel gilberto,49
hepcat,32
radioinactive,19
antimc,0
ataxia,28
thee shams,9
tom carter,2
the chinese stars,7
eberhard weber,31
the silent league,7
ron sexsmith,38
bumblebeez 81,16
thee silver mountain reveries,10
verdure,7
doseone,34
headset,62
hymie's basement,20
catheters,7
doctor rockit,35
mighty casey,12
arthur brown,26
trouble with sweeney,0
non phixion,40
dave douglas,25
patrick cassidy,41
secret chiefs 3,24
automato,2
detachment kit,4
wonderful,41
pipi skid,1
two lone swordsmen,31
ultramagnetic mc's,32
sharkey,46
natural dreamers,0
arto lindsay,33
chicago underground trio,4
philippe besombes,2
br. danielson,0
voodoo child,69
reynols,2
erdem helvacioglu,0
chris delaurenti,0
eltro,69
andre ethier,24
joel rl phelps,3
the downer trio,3
romanowski,18
martinis,30
terror at the opera,0
apsci,3
girlsareshort,1
pedro the lion,35
jay farrar,30
paco,70
diamanda gals,25
the unicorns,33
antibalas afrobeat orchestra,35
syd barrett,38
pan sonic,21
division of laura lee,16
sachiko m,3
otomo yoshihide,25
toshimaru nakamura,9
descendents,56
rocket from the tombs,15
claro intelecto,26
ill bill,49
macha,21
petracovich,51
s prcss,0
erlend ye,47
surferosa,0
decahedron,1
bobbie gentry,42
ghostface,64
frost,54
tom recchion,0
dj zeph,7
finishing school,57
josh roseman,7
on the speakers,21
rockfour,33
loretta lynn,56
deathprod,16
born heller,0
foreign legion,9
gaji,23
world standard,17
wechsel garland,6
fembots,3
seachange,12
craig taborn,19
bigger lovers,1
onelinedrawing,12
angel molina,21
vera cruise,49
dj signify,19
mochipet,13
broken family band,26
abstrackt keal agram,4
simple minds,68
bing ji ling,25
bambi molesters,24
